year,annual-frozen-days
1987,34
1988,25
1989,15
1990,30
1991,34
1992,22
1993,25
1994,20
1995,41
1996,36
1997,32
1998,41
1999,40
2000,29
2001,36
2002,19
2003,49
2004,47
2005,78
2006,46
2007,38
2008,35
2009,50
2010,69
2011,33
2012,51
2013,42
2014,13
2015,42
2016,21
