year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1807,11,-459,1
1988,1770,11,-366,0
1989,2013,12,-523,0
1990,1776,12,-449,1
1991,1588,12,-487,1
1992,1782,12,-422,0
1993,1861,13,-572,0
1994,1698,12,-350,0
1995,1861,11,-383,0
1996,1830,13,-374,0
1997,1803,11,-601,0
1998,1828,13,-483,3
1999,1767,13,-454,2
2000,1816,12,-348,0
2001,1880,14,-479,1
2002,1531,10,-405,0
2003,1853,13,-458,2
2004,1661,10,-378,1
2005,1785,12,-467,0
2006,1813,12,-502,2
2007,1743,13,-453,1
2008,1881,14,-319,0
2009,1960,13,-518,0
2010,1735,12,-420,0
2011,1727,13,-449,1
2012,1887,12,-387,0
2013,1711,11,-409,1
2014,1769,14,-416,0
2015,1813,13,-290,0
2016,2013,12,-576,0
2016
2017,1872,15,-493,0
2018,1864,12,-480,1
2019,2118,14,-562,0
2020,1836,12,-319,0
2021,2170,14,-713,0
2022,2038,14,-527,0
2023,2304,14,-710,0
2024,2191,15,-603,0
2025,1984,13,-621,0
2026,1989,14,-459,0
2027,2053,15,-638,1
2028,2444,15,-652,0
2029,2270,14,-678,0
2030,2107,15,-608,2
2031,2175,14,-618,2
2032,2076,15,-505,0
2033,2036,13,-479,0
2034,1910,12,-604,0
2035,1954,13,-525,0
2036,2225,14,-415,0
2037,1973,14,-515,0
2038,1947,14,-405,0
2039,1966,13,-532,0
2040,2067,14,-570,1
2041,1984,13,-574,0
2042,2253,14,-548,0
2043,1968,15,-458,0
2044,2205,14,-585,0
2045,2092,13,-554,0
2046,1994,14,-523,0
