year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,27,-51,-108,157
1988,135,-2,-151,83
1989,-18,-155,-218,18
1990,-13,-135,-259,141
1991,-10,-175,-200,89
1992,-19,-86,-136,197
1993,-57,22,-146,225
1994,90,-23,-92,170
1995,136,-134,-163,140
1996,74,-159,-215,188
1997,8,-76,-95,128
1998,30,63,-150,119
1999,130,-103,-73,138
2000,62,-116,-112,170
2001,106,-12,-56,114
2002,18,-150,-84,206
2003,31,-154,-188,174
2004,126,-125,-85,115
2005,57,-107,-172,75
2006,126,-162,-64,162
2007,130,-94,-26,72
2008,112,-9,-88,123
2009,19,-96,-120,127
2010,80,-41,-162,145
2011,15,-262,-31,188
2012,-19,-10,-188,213
2013,164,16,-170,210
2014,127,-201,-28,233
2015,54,-158,-223,65
2016,208,110,-252,121
