year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.4,12.8,18.7,7.6
1988,5.7,14.0,17.7,7.6
1989,5.8,13.9,18.8,7.6
1990,7.0,13.7,18.7,7.4
1991,4.5,12.0,19.9,6.2
1992,4.1,13.8,18.6,6.9
1993,4.6,14.4,17.1,6.1
1994,6.3,13.1,18.5,9.1
1995,5.7,12.7,17.9,8.1
1996,4.4,13.2,16.2,6.5
1997,5.4,13.3,18.8,8.1
1998,5.6,13.8,17.7,6.1
1999,5.4,14.0,19.2,7.1
2000,5.3,14.5,17.9,9.3
2001,6.5,13.3,17.5,6.8
2002,6.8,14.0,17.2,9.2
2003,4.6,15.9,20.2,7.4
2004,4.4,13.2,18.0,7.2
2005,4.0,14.7,18.2,7.4
2006,3.7,14.2,19.7,9.2
2007,6.7,15.8,16.5,6.2
2008,6.0,14.1,16.9,6.8
2009,3.5,14.7,18.7,8.2
2010,3.4,13.4,17.8,6.2
2011,5.5,15.5,18.1,9.5
2012,4.4,14.0,18.2,8.4
2013,3.5,12.3,18.7,7.9
2014,6.9,14.2,17.6,9.4
2015,4.7,14.6,19.1,9.1
2016,5.5,12.8,19.2,6.9
