year,A1,A2,A3
,label A1,label A2,label A3
1987,32,2487,226
1988,21,2629,140
1989,13,2786,111
1990,26,2719,155
1991,31,2921,230
1992,26,2869,187
1993,4,2688,57
1994,5,2474,92
1995,26,2739,152
1996,22,2749,173
1997,25,2887,170
1998,13,2822,112
1999,15,2662,94
2000,19,2456,162
2001,12,2491,99
2002,15,2569,96
2003,27,2808,158
2004,13,2499,92
2005,20,2315,145
2006,6,2400,70
2007,25,2733,157
2008,20,2699,139
2009,26,2795,173
2010,34,2579,208
2011,20,2561,148
2012,12,2551,107
2013,18,2397,142
2014,16,2681,118
2015,39,2832,229
2016,21,2579,158
2016
2017,87,2379,591
2018,50,2567,283
2019,41,2358,269
2020,40,2418,254
2021,47,2145,396
2022,50,2488,313
2023,30,2293,254
2024,33,2282,264
2025,53,2220,355
2026,51,2391,313
2027,39,2441,292
2028,68,2415,359
2029,30,2540,334
2030,28,2308,226
2031,48,2114,313
2032,37,2108,264
2033,47,2281,344
2034,44,2140,297
2035,56,2457,346
2036,40,2063,228
2037,58,2221,396
2038,35,2277,230
2039,33,2490,249
2040,48,2413,333
2041,47,2134,332
2042,39,2444,254
2043,51,2264,317
2044,46,2467,289
2045,43,2325,303
2046,51,2528,314
