year,annual-estival-days
1987,45
1988,36
1989,71
1990,57
1991,66
1992,50
1993,36
1994,50
1995,53
1996,45
1997,60
1998,49
1999,53
2000,53
2001,47
2002,41
2003,89
2004,51
2005,56
2006,60
2007,42
2008,44
2009,61
2010,53
2011,57
2012,53
2013,56
2014,43
2015,62
2016,55
