year,annual-hydric-deficit
1987,26
1988,65
1989,-372
1990,-265
1991,-296
1992,-44
1993,44
1994,145
1995,-21
1996,-112
1997,-35
1998,63
1999,92
2000,4
2001,153
2002,-11
2003,-138
2004,31
2005,-148
2006,62
2007,82
2008,139
2009,-69
2010,22
2011,-90
2012,-4
2013,221
2014,131
2015,-262
2016,186
