year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1738,10,-285,0
1988,1509,11,-226,5
1989,1494,10,-196,4
1990,1485,11,-227,0
1991,1655,11,-354,3
1992,1538,11,-347,4
1993,1385,10,-314,3
1994,1535,10,-321,11
1995,1468,12,-370,10
1996,1539,9,-456,7
1997,1519,10,-368,7
1998,1512,10,-103,4
1999,1199,8,-267,8
2000,1804,10,-436,0
2001,1606,11,-151,4
2002,1365,9,-89,8
2003,1465,9,-208,1
2004,1411,8,-258,5
2005,1679,11,-353,2
2006,1399,11,-233,1
2007,1654,13,-105,3
2008,1569,11,-113,2
2009,1517,11,-225,7
2010,1646,10,-442,2
2011,1556,9,-268,5
2012,1474,11,-62,1
2013,1690,11,-137,0
2014,1347,9,-305,3
2015,1681,10,-137,1
2016,1685,13,-217,4
2016
2017,2416,14,-428,0
2018,1812,12,-373,7
2019,1981,13,-430,2
2020,1722,12,-263,2
2021,2105,12,-602,4
2022,1998,13,-453,2
2023,1706,13,-535,0
2024,1895,12,-435,2
2025,2100,12,-420,2
2026,1917,14,-426,0
2027,1884,13,-523,0
2028,1891,12,-283,1
2029,1879,11,-586,0
2030,1963,12,-496,0
2031,1994,12,-363,0
2032,1916,11,-439,0
2033,1981,13,-464,5
2034,1859,10,-346,5
2035,1912,14,-410,3
2036,1796,11,-415,2
2037,2062,11,-471,0
2038,1815,12,-445,2
2039,1763,12,-365,2
2040,1952,15,-411,0
2041,1870,12,-302,0
2042,1841,12,-357,4
2043,1847,9,-330,1
2044,1834,10,-284,3
2045,2003,11,-377,1
2046,1918,12,-345,3
