year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,726,562,55,-146,121,5.1,2574,7,14.8,144
1988,785,577,78,-79,105,6.4,2951,25,16.8,139
1989,690,563,18,-180,134,5.5,2668,22,15.9,151
1990,766,585,66,-123,105,6.0,2830,20,15.2,129
1991,713,704,-157,-272,80,5.4,2826,18,16.0,143
1992,661,593,-44,-251,133,5.5,2678,24,16.4,164
1993,605,684,-268,-275,37,5.0,2722,18,14.5,148
1994,644,701,-212,-393,103,4.7,2631,20,15.0,160
1995,615,591,-90,-269,114,5.7,2774,33,16.3,165
1996,733,692,-128,-282,53,6.0,2726,17,15.3,143
1997,626,669,-203,-305,73,5.5,2759,24,15.3,166
1998,571,572,-118,-300,137,5.8,2862,40,15.1,143
1999,624,731,-295,-385,47,5.8,2890,28,16.9,148
2000,692,699,-193,-337,106,6.6,2926,24,14.9,133
2001,636,575,-53,-162,48,5.3,2665,16,14.6,156
2002,524,614,-205,-323,60,5.4,2698,28,14.4,155
2003,745,608,24,-230,211,6.3,2891,35,15.9,148
2004,690,619,-65,-259,121,6.2,2939,15,14.7,137
2005,665,600,-57,-215,87,6.3,2897,27,16.3,144
2006,621,614,-106,-309,151,5.5,2768,28,15.2,147
2007,548,568,-133,-263,71,5.4,2731,18,14.9,140
2008,735,553,72,-160,126,5.4,2542,11,14.0,145
2009,648,584,-56,-144,31,6.4,2922,29,15.8,143
2010,761,553,91,-138,161,5.5,2711,16,15.0,142
2011,677,576,-14,-148,97,5.3,2555,23,14.6,157
2012,620,634,-125,-273,61,5.4,2852,22,15.4,151
2013,659,623,-72,-291,153,5.8,2827,47,16.4,157
2014,799,595,97,-90,144,5.3,2779,27,16.0,153
2015,582,609,-143,-298,83,6.2,2871,33,15.0,133
2016,786,597,74,-182,195,6.0,2906,22,14.2,132
2016
2017,828,562,140,-28,136,7.0,2931,22,15.2,136
2018,665,599,-62,-161,25,7.0,3094,24,15.1,128
2019,694,641,-68,-276,148,8.0,3413,47,16.9,114
2020,578,611,-152,-332,120,6.3,2876,33,15.5,138
2021,658,681,-194,-314,95,5.6,2692,16,16.2,155
2022,709,577,9,-182,100,6.4,2959,24,15.3,131
2023,617,695,-282,-378,59,7.3,3015,27,16.7,142
2024,622,686,-227,-317,60,5.3,2629,24,13.9,152
2025,598,565,-107,-245,54,7.0,3011,31,14.5,126
2026,537,661,-318,-369,44,6.3,2795,14,15.5,139
2027,647,656,-195,-292,12,6.5,2891,19,14.8,120
2028,610,594,-119,-280,119,7.4,3079,28,15.5,128
2029,618,773,-370,-454,65,6.9,3088,28,16.4,127
2030,683,727,-241,-313,71,7.7,3296,40,15.7,126
2031,663,574,-45,-211,75,7.6,3195,35,15.7,109
2032,581,586,-139,-286,104,6.4,2963,15,15.5,144
2033,712,562,16,-187,161,6.0,2873,18,14.1,132
2034,599,623,-162,-293,79,7.4,3137,23,16.8,135
2035,790,577,87,-120,103,7.1,3087,16,15.1,131
2036,738,588,28,-189,174,7.1,3108,31,16.4,120
2037,669,588,-51,-221,117,6.9,3007,15,15.9,129
2038,716,593,-15,-130,104,7.3,3061,33,15.3,134
2039,639,606,-101,-275,125,7.5,3040,38,16.4,130
2040,652,561,-30,-147,112,6.3,2829,12,15.3,138
2041,622,618,-126,-286,86,6.5,2945,31,15.8,144
2042,739,597,27,-163,138,6.0,2958,26,16.0,138
2043,635,603,-88,-231,78,7.6,3091,31,17.5,122
2044,699,573,-1,-159,84,6.0,2944,11,14.6,135
2045,530,644,-249,-367,68,7.7,3358,34,16.1,117
2046,716,642,-53,-217,143,8.1,3400,53,17.2,110
