year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-9.4,9.8,13.3,0.9
1988,-3.1,11.8,15.5,-0.5
1989,1.2,12.0,15.0,0.9
1990,1.5,10.9,13.6,2.3
1991,-2.7,10.3,15.7,2.1
1992,-1.1,10.8,16.1,0.0
1993,-2.6,11.2,13.2,-0.5
1994,-4.4,10.7,16.1,0.7
1995,-0.4,12.0,15.2,-0.7
1996,-7.6,11.5,13.8,1.6
1997,-2.2,10.0,15.6,0.6
1998,-1.0,12.3,14.2,-1.1
1999,-3.1,12.9,16.7,1.5
2000,-1.6,12.3,13.9,4.2
2001,-2.8,11.6,17.0,2.1
2002,0.0,12.5,16.6,-1.7
2003,-4.2,10.6,15.8,2.3
2004,-3.9,10.1,15.5,2.6
2005,-4.6,10.9,15.9,2.1
2006,-6.6,10.8,16.9,5.2
2007,-1.6,11.9,15.9,2.3
2008,0.4,11.2,15.5,3.4
2009,-2.9,11.2,15.3,1.5
2010,-6.1,12.3,17.5,-0.2
2011,-4.8,12.4,16.7,3.6
2012,-4.9,11.4,16.1,1.8
2013,-5.8,12.9,15.4,4.3
2014,-0.8,11.6,16.4,1.8
2015,0.5,10.8,16.0,3.4
2016,-2.2,12.4,16.0,1.2
