year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,2,3,-32,7,0,-103,42,51,68
1988,7,4,-39,2,1,-52,42,43,119
1989,11,0,-48,3,0,-138,40,53,61
1990,8,1,-99,2,1,-154,40,46,90
1991,10,0,-205,3,0,-203,40,57,103
1992,10,0,-103,4,2,-209,40,76,59
1993,16,1,-167,2,1,-272,31,47,70
1994,16,0,-145,8,0,-265,38,57,42
1995,17,0,-121,3,2,-254,26,63,34
1996,10,0,-159,4,0,-234,43,57,99
1997,22,0,-200,1,0,-238,24,56,122
1998,24,4,-144,4,2,-268,35,54,17
1999,14,0,-172,5,0,-283,38,58,60
2000,17,0,-164,2,1,-282,27,38,57
2001,15,1,-139,2,0,-126,29,62,118
2002,20,2,-161,6,0,-316,23,51,12
2003,23,0,-86,3,0,-225,29,58,73
2004,10,0,-198,4,0,-276,19,44,43
2005,19,1,-59,3,0,-192,29,48,84
2006,25,0,-173,4,1,-276,31,43,31
2007,8,0,-83,7,0,-232,32,49,51
2008,11,0,-101,1,0,-98,51,48,109
2009,24,0,-93,3,1,-134,25,45,92
2010,4,0,-50,2,0,-155,41,53,85
2011,20,3,-17,4,1,-120,45,55,57
2012,19,0,-174,4,0,-274,24,49,34
2013,29,0,-109,5,3,-210,33,54,61
2014,18,1,-46,4,0,-64,41,56,112
2015,20,0,-143,7,0,-288,33,44,27
2016,20,0,-138,5,0,-173,26,43,50
2016
2017,19,0,-56,2,1,-56,27,51,138
2018,22,0,-172,3,0,-111,25,39,138
2019,36,0,-165,6,2,-239,24,32,56
2020,22,0,-192,6,4,-294,28,41,64
2021,11,0,-86,5,0,-231,41,62,69
2022,16,0,-153,6,0,-175,28,41,64
2023,20,0,-178,3,0,-301,23,46,52
2024,19,0,-192,4,2,-271,30,58,69
2025,29,0,-195,6,2,-249,28,42,78
2026,11,1,-202,3,0,-315,43,44,46
2027,12,0,-136,5,0,-239,39,44,78
2028,22,0,-175,4,0,-221,31,49,69
2029,19,0,-238,4,0,-327,35,49,60
2030,39,0,-153,3,1,-268,9,45,61
2031,28,0,-130,3,1,-256,25,28,70
2032,7,0,-158,5,1,-268,27,53,32
2033,17,0,-171,1,0,-145,31,64,113
2034,17,0,-158,5,0,-206,21,43,91
2035,14,0,-88,2,0,-105,31,39,100
2036,24,0,-136,3,2,-184,22,44,57
2037,4,0,-127,5,0,-167,38,32,68
2038,30,0,-125,2,4,-244,22,48,50
2039,31,0,-144,3,1,-284,30,51,49
2040,7,0,-81,3,0,-145,39,52,55
2041,28,0,-206,6,0,-297,27,54,53
2042,13,0,-116,2,2,-228,33,54,80
2043,25,0,-49,3,4,-218,43,44,30
2044,9,0,-182,3,0,-87,41,55,117
2045,28,0,-202,5,1,-315,10,35,61
2046,34,0,-153,5,3,-279,22,27,28
