year,F1,F3,M4
,label F1,label F3,label M4
1987,30,128,4
1988,39,136,4
1989,28,124,3
1990,30,144,0
1991,47,126,2
1992,28,136,3
1993,32,137,1
1994,23,131,3
1995,36,138,4
1996,38,138,4
1997,30,131,2
1998,30,132,1
1999,35,132,3
2000,40,131,4
2001,36,143,1
2002,38,137,3
2003,33,136,2
2004,39,132,1
2005,26,131,4
2006,32,134,1
2007,48,125,2
2008,34,134,0
2009,33,139,3
2010,33,128,6
2011,41,133,0
2012,48,140,1
2013,49,133,1
2014,24,124,3
2015,32,134,1
2016,28,130,2
2016
2017,30,128,4
2018,39,136,4
2019,28,124,3
2020,30,144,0
2021,47,126,2
2022,28,136,3
2023,32,137,1
2024,23,131,3
2025,36,138,4
2026,38,138,4
2027,30,131,2
2028,30,132,1
2029,35,132,3
2030,40,131,4
2031,36,143,1
2032,38,137,3
2033,33,136,2
2034,39,132,1
2035,26,131,4
2036,32,134,1
2037,48,125,2
2038,34,134,0
2039,33,139,3
2040,33,128,6
2041,41,133,0
2042,48,140,1
2043,49,133,1
2044,24,124,3
2045,32,134,1
2046,28,130,2
