year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,0,0,-92,3,0,-291,75,0,31
1988,2,0,-121,6,0,-258,82,2,67
1989,0,0,-77,4,0,-225,84,5,78
1990,0,0,-114,5,0,-230,78,7,105
1991,1,0,-143,3,0,-320,82,1,45
1992,2,1,-73,5,0,-222,74,6,52
1993,5,0,-121,3,0,-381,77,5,56
1994,7,0,-177,5,0,-419,79,5,34
1995,2,0,-96,6,0,-279,77,0,94
1996,0,1,-119,6,0,-362,79,0,36
1997,2,1,-143,3,0,-334,79,4,55
1998,1,0,-74,4,0,-166,72,4,83
1999,0,0,-156,5,0,-407,84,8,74
2000,6,1,-177,5,0,-360,63,5,46
2001,0,0,-83,3,0,-203,83,3,76
2002,1,0,-120,6,0,-247,75,3,69
2003,0,0,-99,5,0,-213,74,0,107
2004,1,0,-77,2,0,-204,69,7,58
2005,2,1,-81,6,0,-267,62,4,52
2006,0,0,-103,7,0,-222,79,0,86
2007,2,0,-92,3,0,-245,50,2,52
2008,2,0,-70,1,0,-159,72,4,57
2009,3,0,-97,1,0,-251,73,3,81
2010,0,0,-124,7,0,-295,83,3,34
2011,4,0,-99,5,0,-206,69,10,75
2012,4,0,-123,3,0,-222,64,13,62
2013,0,1,-103,4,0,-190,68,13,75
2014,3,0,-121,4,0,-239,58,1,75
2015,2,0,-78,3,0,-197,77,0,123
2016,0,0,-115,6,0,-242,73,3,101
2016
2017,0,0,-92,3,0,-291,75,0,31
2018,2,0,-121,6,0,-258,82,2,67
2019,0,0,-77,4,0,-225,84,5,78
2020,0,0,-114,5,0,-230,78,7,105
2021,1,0,-143,3,0,-320,82,1,45
2022,2,1,-73,5,0,-222,74,6,52
2023,5,0,-121,3,0,-381,77,5,56
2024,7,0,-177,5,0,-419,79,5,34
2025,2,0,-96,6,0,-279,77,0,94
2026,0,1,-119,6,0,-362,79,0,36
2027,2,1,-143,3,0,-334,79,4,55
2028,1,0,-74,4,0,-166,72,4,83
2029,0,0,-156,5,0,-407,84,8,74
2030,6,1,-177,5,0,-360,63,5,46
2031,0,0,-83,3,0,-203,83,3,76
2032,1,0,-120,6,0,-247,75,3,69
2033,0,0,-99,5,0,-213,74,0,107
2034,1,0,-77,2,0,-204,69,7,58
2035,2,1,-81,6,0,-267,62,4,52
2036,0,0,-103,7,0,-222,79,0,86
2037,2,0,-92,3,0,-245,50,2,52
2038,2,0,-70,1,0,-159,72,4,57
2039,3,0,-97,1,0,-251,73,3,81
2040,0,0,-124,7,0,-295,83,3,34
2041,4,0,-99,5,0,-206,69,10,75
2042,4,0,-123,3,0,-222,64,13,62
2043,0,1,-103,4,0,-190,68,13,75
2044,3,0,-121,4,0,-239,58,1,75
2045,2,0,-78,3,0,-197,77,0,123
2046,0,0,-115,6,0,-242,73,3,101
