year,annual-precipitations
,(mm)
1987,724
1988,632
1989,559
1990,564
1991,501
1992,697
1993,706
1994,590
1995,549
1996,540
1997,520
1998,733
1999,775
2000,779
2001,639
2002,692
2003,565
2004,660
2005,699
2006,546
2007,722
2008,701
2009,621
2010,624
2011,432
2012,776
2013,514
2014,675
2015,582
2016,706
