year,annual-frozen-days
1987,51
1988,28
1989,30
1990,18
1991,51
1992,24
1993,18
1994,24
1995,32
1996,53
1997,29
1998,21
1999,25
2000,16
2001,42
2002,15
2003,35
2004,13
2005,24
2006,20
2007,9
2008,10
2009,16
2010,38
2011,9
2012,20
2013,38
2014,9
2015,13
2016,15
