year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1333,13,-390,0
1988,1241,12,-314,0
1989,1208,12,-264,0
1990,1106,13,-258,3
1991,1163,12,-455,0
1992,1117,11,-290,0
1993,1201,12,-505,1
1994,1291,12,-577,0
1995,1248,12,-286,1
1996,1086,11,-492,7
1997,1151,11,-456,2
1998,1238,12,-200,3
1999,982,10,-500,2
2000,1366,12,-483,1
2001,1065,11,-229,0
2002,1207,12,-321,2
2003,1077,12,-274,2
2004,1172,11,-259,0
2005,1316,12,-306,2
2006,1107,11,-301,0
2007,1483,12,-333,0
2008,1227,12,-218,1
2009,1231,11,-299,1
2010,1167,11,-374,1
2011,1232,12,-292,3
2012,1259,13,-303,3
2013,1312,13,-253,0
2014,1287,12,-297,0
2015,1213,12,-258,2
2016,1181,12,-281,2
2016
2017,1333,13,-390,0
2018,1241,12,-314,0
2019,1208,12,-264,0
2020,1106,13,-258,3
2021,1163,12,-455,0
2022,1117,11,-290,0
2023,1201,12,-505,1
2024,1291,12,-577,0
2025,1248,12,-286,1
2026,1086,11,-492,7
2027,1151,11,-456,2
2028,1238,12,-200,3
2029,982,10,-500,2
2030,1366,12,-483,1
2031,1065,11,-229,0
2032,1207,12,-321,2
2033,1077,12,-274,2
2034,1172,11,-259,0
2035,1316,12,-306,2
2036,1107,11,-301,0
2037,1483,12,-333,0
2038,1227,12,-218,1
2039,1231,11,-299,1
2040,1167,11,-374,1
2041,1232,12,-292,3
2042,1259,13,-303,3
2043,1312,13,-253,0
2044,1287,12,-297,0
2045,1213,12,-258,2
2046,1181,12,-281,2
