year,annual-hydric-deficit
,(mm)
1987,142
1988,13
1989,-155
1990,-195
1991,-167
1992,-6
1993,45
1994,-124
1995,-163
1996,-128
1997,-166
1998,41
1999,76
2000,134
2001,-13
2002,4
2003,-200
2004,-43
2005,16
2006,-221
2007,38
2008,28
2009,-92
2010,-58
2011,-330
2012,156
2013,-133
2014,-41
2015,-174
2016,13
