year,annual-average-temperature
,(°C)
1987,9.3
1988,9.9
1989,10.6
1990,10.9
1991,9.8
1992,10.4
1993,10.0
1994,10.8
1995,10.5
1996,9.2
1997,10.7
1998,10.8
1999,11.0
2000,10.6
2001,10.4
2002,11.1
2003,11.0
2004,10.6
2005,10.7
2006,11.4
2007,11.0
2008,10.7
2009,10.8
2010,9.8
2011,11.4
2012,10.3
2013,9.9
2014,11.7
2015,11.1
2016,11.1
