year,annual-precipitations
1987,836
1988,693
1989,766
1990,1092
1991,1252
1992,788
1993,743
1994,829
1995,839
1996,657
1997,523
1998,811
1999,885
2000,948
2001,875
2002,1058
2003,512
2004,635
2005,896
2006,761
2007,800
2008,687
2009,709
2010,825
2011,592
2012,709
2013,844
2014,691
2015,649
2016,814

min,300
max,2000
steps,10
decimal
