year,A1,A2,A3
,label A1,label A2,label A3
1987,16,3309,128
1988,7,3008,69
1989,28,3439,163
1990,16,3464,128
1991,12,3389,107
1992,10,3094,70
1993,13,3350,107
1994,14,3499,100
1995,17,3054,122
1996,5,2931,61
1997,17,3187,140
1998,13,3440,76
1999,4,3153,42
2000,27,3401,199
2001,34,3342,187
2002,16,3374,108
2003,29,3400,175
2004,12,2778,102
2005,16,3487,115
2006,13,3230,97
2007,20,3129,139
2008,18,3353,112
2009,12,3549,79
2010,6,3006,64
2011,19,3472,124
2012,7,3123,61
2013,3,3652,32
2014,21,3107,112
2015,29,3525,197
2016,15,3206,91
2016
2017,31,2728,173
2018,22,2824,192
2019,19,3054,127
2020,34,3047,236
2021,14,3211,153
2022,38,3052,216
2023,17,2888,163
2024,37,2948,250
2025,13,2871,107
2026,20,2903,157
2027,23,3149,182
2028,28,3245,195
2029,22,2724,178
2030,27,3144,201
2031,29,3079,178
2032,41,2972,225
2033,34,2943,242
2034,32,2574,216
2035,49,2437,305
2036,11,2876,82
2037,8,2997,52
2038,16,2681,124
2039,37,2751,228
2040,15,3083,139
2041,25,2988,160
2042,17,2795,142
2043,38,2561,279
2044,14,3002,120
2045,8,2829,63
2046,5,3114,61

min,,2000
max,,4000
steps,,9
decimal
