year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,40,77,57,55
1988,96,-108,-68,104
1989,-15,-16,28,119
1990,140,14,49,176
1991,79,133,155,216
1992,52,-122,-75,203
1993,-11,-101,20,123
1994,70,-30,-19,74
1995,84,58,-70,69
1996,8,-98,0,72
1997,-8,-139,-147,47
1998,-30,-67,-8,200
1999,84,64,-21,134
2000,119,-52,135,83
2001,175,-60,-58,118
2002,46,-90,178,214
2003,-6,-201,-188,100
2004,116,-119,-165,59
2005,88,-62,80,69
2006,90,-8,-84,-8
2007,17,-97,23,55
2008,39,-46,-58,36
2009,54,-64,-113,105
2010,-8,-26,52,124
2011,-4,-190,-34,56
2012,31,-84,-66,105
2013,75,65,-40,64
2014,-6,-175,64,80
2015,45,-39,-233,89
2016,69,67,-94,45
