year,annual-frozen-days
1987,106
1988,90
1989,90
1990,91
1991,112
1992,90
1993,92
1994,60
1995,98
1996,122
1997,110
1998,96
1999,100
2000,74
2001,96
2002,87
2003,132
2004,120
2005,117
2006,111
2007,88
2008,100
2009,103
2010,121
2011,100
2012,92
2013,101
2014,66
2015,112
2016,84
