year,annual-hydric-deficit
1987,229
1988,24
1989,117
1990,380
1991,583
1992,58
1993,31
1994,95
1995,140
1996,-19
1997,-247
1998,94
1999,261
2000,285
2001,175
2002,348
2003,-295
2004,-110
2005,174
2006,-10
2007,-2
2008,-28
2009,-18
2010,142
2011,-171
2012,-13
2013,165
2014,-37
2015,-139
2016,87
