year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.2,10.9,16.7,4.8
1988,2.1,12.3,16.1,4.5
1989,3.4,11.5,16.1,4.1
1990,3.6,11.8,15.7,4.2
1991,1.0,10.1,17.2,2.8
1992,1.9,12.8,17.8,4.2
1993,1.2,13.7,15.5,3.8
1994,3.5,12.5,17.9,6.1
1995,2.1,11.8,16.7,4.3
1996,-1.2,12.2,14.7,3.4
1997,2.4,12.0,16.9,4.6
1998,3.0,12.6,15.8,3.4
1999,1.6,12.3,17.1,3.9
2000,2.3,13.3,15.7,5.9
2001,2.8,11.7,15.7,4.3
2002,3.0,12.6,15.6,5.4
2003,0.1,14.0,17.5,3.4
2004,1.3,11.7,16.9,4.4
2005,0.1,12.9,16.2,3.8
2006,-0.9,12.7,17.6,6.7
2007,4.5,14.4,15.9,3.4
2008,3.3,13.2,15.9,4.3
2009,-0.3,13.5,17.3,4.9
2010,0.1,11.8,16.1,3.2
2011,1.9,13.6,16.9,5.0
2012,0.8,13.0,16.6,4.8
2013,-0.2,11.7,16.6,5.2
2014,4.1,13.0,16.2,6.6
2015,1.5,12.8,18.0,6.5
2016,3.1,12.6,17.7,4.2
