year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,96,185,127,104
1988,121,179,199,113
1989,48,162,140,40
1990,25,61,60,75
1991,23,57,75,103
1992,32,45,51,85
1993,29,47,95,125
1994,42,100,112,116
1995,130,256,134,120
1996,70,238,225,77
1997,66,168,153,117
1998,25,91,247,129
1999,64,226,195,128
2000,135,58,128,144
2001,90,71,285,61
2002,70,172,200,163
2003,33,72,123,106
2004,126,164,110,107
2005,96,158,172,181
2006,123,150,161,46
2007,145,120,186,105
2008,114,180,130,114
2009,141,108,114,209
2010,100,377,222,159
2011,57,178,120,65
2012,67,104,141,134
2013,233,134,135,114
2014,86,146,363,106
2015,121,123,147,102
2016,145,204,279,122
