year,annual-precipitations
1987,511
1988,611
1989,391
1990,221
1991,259
1992,213
1993,297
1994,370
1995,639
1996,610
1997,504
1998,492
1999,612
2000,464
2001,507
2002,606
2003,334
2004,507
2005,608
2006,480
2007,556
2008,538
2009,572
2010,858
2011,419
2012,446
2013,615
2014,701
2015,493
2016,750
