year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.8,13.8,18.6,5.9
1988,2.8,14.4,18.9,3.8
1989,2.9,14.7,18.6,5.0
1990,3.9,14.5,17.8,5.3
1991,1.2,12.9,19.3,4.0
1992,2.8,15.0,20.2,4.4
1993,0.1,15.5,18.3,5.0
1994,3.7,14.4,20.6,5.1
1995,3.2,14.5,19.2,4.6
1996,-1.4,15.5,17.0,5.4
1997,1.8,14.2,18.6,5.3
1998,3.1,15.1,18.6,3.2
1999,1.8,14.9,19.4,4.1
2000,1.6,16.2,18.3,7.9
2001,3.1,14.0,18.7,3.3
2002,2.8,15.5,19.1,4.8
2003,-0.1,16.0,19.5,4.9
2004,0.5,14.2,18.4,5.8
2005,-0.1,14.4,18.7,4.9
2006,-1.1,14.9,19.5,7.5
2007,5.2,16.1,18.8,4.1
2008,3.3,15.4,18.4,6.8
2009,1.0,15.8,20.1,5.6
2010,0.8,14.8,18.8,4.5
2011,1.2,15.5,19.5,4.8
2012,1.6,15.8,20.4,5.5
2013,1.0,15.2,19.2,6.8
2014,5.2,15.2,19.3,7.8
2015,3.5,15.2,21.7,6.7
2016,3.9,16.1,20.0,4.8
