year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,83,138,1
1988,73,137,0
1989,85,136,1
1990,65,127,0
1991,89,134,1
1992,74,132,2
1993,66,122,0
1994,75,133,1
1995,80,124,1
1996,92,147,0
1997,69,131,1
1998,63,140,0
1999,91,135,0
2000,75,134,1
2001,78,131,1
2002,79,124,2
2003,65,124,1
2004,63,118,0
2005,101,141,0
2006,92,136,1
2007,84,128,0
2008,67,131,1
2009,52,123,0
2010,66,129,1
2011,79,127,0
2012,61,134,0
2013,76,137,1
2014,83,138,1
2015,62,131,0
2016,69,130,1
2016
2017,81,135,0
2018,86,135,0
2019,62,122,0
2020,77,124,1
2021,53,116,0
2022,80,130,1
2023,93,143,1
2024,75,124,1
2025,71,129,1
2026,75,128,1
2027,83,132,3
2028,74,137,1
2029,73,120,1
2030,79,128,1
2031,58,122,1
2032,86,128,0
2033,63,132,1
2034,88,147,1
2035,69,129,1
2036,76,135,1
2037,64,129,1
2038,78,126,1
2039,54,127,1
2040,63,132,1
2041,59,115,1
2042,93,147,0
2043,59,116,1
2044,88,135,0
2045,66,139,1
2046,69,128,1
