year,annual-estival-days
1987,52
1988,55
1989,64
1990,64
1991,63
1992,83
1993,79
1994,80
1995,68
1996,49
1997,70
1998,63
1999,74
2000,85
2001,63
2002,77
2003,102
2004,56
2005,67
2006,61
2007,82
2008,78
2009,89
2010,55
2011,91
2012,95
2013,77
2014,69
2015,82
2016,85

min,16
max,130
steps,9
decimal
