year,A1,A2,A3
,label A1,label A2,label A3
1987,29,2904,190
1988,25,3059,188
1989,32,3195,253
1990,34,3150,268
1991,34,3019,297
1992,40,2871,247
1993,41,3012,288
1994,11,3074,149
1995,42,2616,297
1996,29,3508,249
1997,59,2840,440
1998,26,3128,192
1999,22,3060,216
2000,22,2945,221
2001,48,2859,313
2002,41,2613,292
2003,53,2755,339
2004,40,2770,279
2005,31,3291,222
2006,13,2955,126
2007,28,2948,219
2008,18,2762,160
2009,31,2838,249
2010,37,2865,266
2011,16,2988,147
2012,45,3057,285
2013,20,3013,168
2014,38,3267,304
2015,37,2922,251
2016,39,2759,262
2016
2017,63,3022,425
2018,44,2882,304
2019,50,2547,313
2020,39,2681,289
2021,50,2391,347
2022,47,2857,313
2023,31,2782,266
2024,56,2528,484
2025,30,2920,217
2026,34,2857,263
2027,39,3086,331
2028,49,2894,382
2029,21,2629,198
2030,35,2844,279
2031,74,2868,450
2032,57,2662,399
2033,59,2767,441
2034,39,2798,279
2035,66,2477,451
2036,35,2777,257
2037,48,2641,343
2038,54,2777,330
2039,51,2678,364
2040,46,2908,323
2041,52,2533,377
2042,26,2899,222
2043,50,2429,325
2044,17,2772,156
2045,51,2678,349
2046,38,2496,314
