year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1708,10,-479,3
1988,1687,9,-420,2
1989,1874,11,-479,3
1990,1673,8,-407,5
1991,1995,10,-675,0
1992,1920,11,-518,2
1993,1916,10,-547,0
1994,1684,11,-491,4
1995,2117,13,-459,0
1996,1658,10,-422,8
1997,2103,14,-563,2
1998,1633,9,-206,9
1999,1638,6,-427,6
2000,1776,12,-533,7
2001,2003,10,-487,1
2002,1885,7,-482,0
2003,2060,11,-482,0
2004,1864,9,-448,4
2005,1813,11,-391,5
2006,1713,10,-489,9
2007,1892,10,-450,2
2008,1677,10,-417,9
2009,1841,14,-422,1
2010,1703,6,-450,4
2011,1763,9,-355,0
2012,1798,10,-369,6
2013,1639,9,-419,3
2014,1889,12,-450,2
2015,1718,9,-354,7
2016,1997,10,-525,2
2016
2017,2033,11,-401,1
2018,1977,11,-425,2
2019,2008,13,-477,3
2020,2000,11,-443,1
2021,2135,10,-440,0
2022,1957,13,-441,2
2023,1874,11,-583,8
2024,2131,8,-601,0
2025,1785,9,-458,3
2026,1816,10,-434,1
2027,1972,11,-484,4
2028,1990,11,-459,2
2029,1786,9,-478,0
2030,1967,10,-584,1
2031,2257,11,-581,0
2032,2248,11,-614,0
2033,2140,12,-480,7
2034,1687,9,-483,2
2035,2114,12,-410,4
2036,1875,13,-472,5
2037,2055,10,-449,3
2038,1987,10,-468,0
2039,1974,11,-393,6
2040,1891,10,-514,5
2041,2168,13,-486,0
2042,1764,12,-423,6
2043,2049,11,-458,2
2044,1744,11,-456,4
2045,1865,11,-400,12
2046,2171,13,-548,1

min,,4
max,,17
steps,,8
decimal
