year,annual-frozen-days
1987,95
1988,109
1989,98
1990,93
1991,95
1992,92
1993,117
1994,83
1995,84
1996,109
1997,107
1998,114
1999,119
2000,77
2001,103
2002,93
2003,123
2004,104
2005,119
2006,103
2007,79
2008,79
2009,76
2010,103
2011,111
2012,97
2013,93
2014,51
2015,75
2016,78
