year,annual-frozen-days
1987,48
1988,45
1989,36
1990,45
1991,56
1992,50
1993,43
1994,22
1995,36
1996,32
1997,29
1998,39
1999,43
2000,32
2001,45
2002,19
2003,52
2004,50
2005,80
2006,58
2007,45
2008,42
2009,54
2010,73
2011,34
2012,54
2013,41
2014,11
2015,30
2016,11
