year,annual-average-temperature
1987,11.4
1988,11.7
1989,12.5
1990,12.2
1991,11.3
1992,11.2
1993,11.5
1994,12.5
1995,12.0
1996,11.3
1997,12.9
1998,11.8
1999,11.9
2000,12.2
2001,11.8
2002,12.2
2003,13.0
2004,11.8
2005,11.5
2006,12.7
2007,11.8
2008,11.8
2009,12.5
2010,11.2
2011,13.0
2012,12.1
2013,11.4
2014,12.8
2015,12.9
2016,12.5

min,10
max,16
steps,7
decimal


