year,A1,A2,A3
,label A1,label A2,label A3
1987,17,2407,145
1988,9,2461,109
1989,17,2381,122
1990,19,2326,153
1991,23,2301,192
1992,38,2231,243
1993,36,2418,275
1994,24,2465,207
1995,38,2250,234
1996,28,2377,212
1997,12,2197,131
1998,40,2165,254
1999,18,2339,181
2000,21,2303,200
2001,21,2534,162
2002,28,2360,179
2003,21,2347,186
2004,32,2278,225
2005,19,2474,146
2006,22,2317,173
2007,33,2371,191
2008,38,2626,231
2009,32,2408,208
2010,25,2306,163
2011,12,2157,113
2012,20,2273,153
2013,39,2596,260
2014,24,2366,167
2015,18,2478,174
2016,23,2523,206
2016
2017,55,2191,357
2018,77,1874,514
2019,49,2164,326
2020,43,2321,313
2021,50,2228,409
2022,52,2433,296
2023,60,2170,425
2024,50,2283,410
2025,63,1871,402
2026,48,1809,345
2027,42,2035,318
2028,70,2102,401
2029,56,2017,413
2030,38,2318,328
2031,60,2267,435
2032,60,2095,390
2033,36,2127,259
2034,35,2074,245
2035,42,2143,293
2036,53,2116,396
2037,81,2210,500
2038,70,1891,432
2039,49,2235,326
2040,44,2150,319
2041,56,2276,391
2042,42,1942,312
2043,51,2408,367
2044,76,2405,482
2045,75,1917,468
2046,70,2280,484

min,,1500
max,,2850
steps,,10
decimal



