year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,7,3,-22,6,0,-266,69,11,115
1988,17,1,-50,7,0,-220,57,14,50
1989,8,1,-142,7,6,-246,52,13,172
1990,5,0,-99,4,7,-268,67,12,103
1991,7,0,-129,7,2,-288,63,12,154
1992,22,0,-117,6,2,-289,57,13,97
1993,23,0,-139,6,7,-363,58,7,58
1994,20,0,-28,4,3,-176,62,9,99
1995,21,0,-118,8,1,-379,56,11,120
1996,21,4,-116,5,4,-279,47,20,119
1997,25,5,-220,7,2,-396,46,11,104
1998,25,0,-104,6,4,-324,42,12,42
1999,23,6,-78,6,0,-323,48,13,49
2000,12,1,-129,8,1,-404,66,4,109
2001,17,3,-95,6,1,-334,59,12,41
2002,5,3,-23,5,5,-234,73,14,85
2003,19,0,-169,7,5,-394,56,5,131
2004,13,0,-98,3,2,-215,60,11,213
2005,18,1,-98,8,0,-286,53,14,62
2006,23,0,-174,9,6,-390,45,7,55
2007,25,2,-139,7,4,-358,57,13,53
2008,13,3,-19,6,4,-256,74,17,99
2009,19,3,-102,7,1,-399,63,21,41
2010,16,8,-115,8,2,-343,61,6,76
2011,12,1,-113,6,2,-155,51,9,229
2012,11,0,-81,7,1,-269,68,16,114
2013,27,3,-69,8,4,-349,60,14,83
2014,13,2,-120,8,5,-305,51,17,140
2015,9,1,-63,7,2,-278,59,11,88
2016,23,1,-132,7,6,-332,54,7,96
2016
2017,29,1,-193,7,11,-460,54,12,101
2018,37,0,-94,3,26,-335,26,8,57
2019,28,0,-222,10,11,-481,41,7,85
2020,15,2,-173,7,11,-400,48,20,42
2021,28,1,-208,7,17,-515,46,9,41
2022,30,1,-176,8,3,-433,54,12,49
2023,39,0,-247,10,12,-573,37,3,90
2024,27,0,-171,6,11,-430,43,8,126
2025,23,0,-76,8,14,-355,46,5,29
2026,34,0,-179,6,14,-458,34,3,32
2027,39,1,-264,8,7,-487,36,9,79
2028,35,0,-189,9,6,-404,48,7,91
2029,39,0,-178,8,9,-499,47,3,53
2030,37,2,-223,8,7,-501,52,6,89
2031,44,0,-222,7,21,-505,34,17,76
2032,39,1,-210,8,10,-484,35,7,109
2033,23,1,-193,7,4,-420,48,4,137
2034,24,1,-224,11,3,-505,49,5,47
2035,24,1,-114,6,2,-372,55,4,54
2036,34,0,-187,9,10,-473,39,14,92
2037,32,0,-189,8,22,-453,41,3,107
2038,38,0,-171,9,8,-471,43,1,73
2039,30,5,-165,8,7,-364,43,4,113
2040,24,0,-147,9,7,-330,57,7,149
2041,20,0,-121,6,16,-343,51,17,106
2042,20,0,-174,8,10,-472,43,2,67
2043,31,2,-156,6,4,-462,49,3,46
2044,25,1,-218,8,13,-452,46,20,70
2045,45,0,-192,7,10,-416,40,5,59
2046,45,1,-225,9,23,-462,41,13,63

min,,0
max,,6
steps,,7
decimal
