year,annual-estival-days
1987,47
1988,47
1989,72
1990,50
1991,75
1992,48
1993,41
1994,61
1995,52
1996,45
1997,68
1998,48
1999,59
2000,55
2001,53
2002,51
2003,93
2004,71
2005,67
2006,75
2007,53
2008,57
2009,85
2010,64
2011,77
2012,72
2013,58
2014,42
2015,61
2016,57

min,0
max,135
steps,10
decimal
