year,annual-estival-days
1987,22
1988,21
1989,20
1990,19
1991,22
1992,25
1993,15
1994,27
1995,22
1996,13
1997,19
1998,21
1999,14
2000,17
2001,16
2002,15
2003,47
2004,20
2005,30
2006,32
2007,17
2008,21
2009,25
2010,24
2011,22
2012,24
2013,27
2014,16
2015,42
2016,29
