year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-3.0,9.6,15.8,3.9
1988,0.8,11.2,14.9,3.8
1989,2.7,10.4,15.2,3.4
1990,3.8,11.1,15.4,3.9
1991,0.9,9.6,17.1,2.8
1992,1.1,11.6,17.0,3.0
1993,0.7,12.6,14.4,2.2
1994,2.2,11.1,16.8,5.4
1995,1.2,10.5,15.7,4.1
1996,-1.4,11.1,13.6,2.8
1997,2.2,10.6,16.2,4.0
1998,2.6,12.1,15.1,2.4
1999,1.3,11.5,16.7,3.3
2000,1.6,13.1,15.3,5.5
2001,2.1,11.1,15.3,3.8
2002,2.9,12.1,15.0,4.7
2003,0.1,13.7,18.2,3.4
2004,0.7,10.8,15.8,4.0
2005,-0.2,12.2,15.4,3.8
2006,-1.6,11.7,16.9,7.0
2007,3.7,13.7,14.6,3.2
2008,2.7,12.2,15.0,4.0
2009,-0.5,13.0,16.7,4.7
2010,-0.5,11.1,15.5,2.8
2011,2.0,13.3,16.2,5.4
2012,0.7,12.2,16.2,4.7
2013,-1.0,10.7,16.5,5.2
2014,4.1,12.4,15.5,6.4
2015,1.1,12.2,17.2,6.9
2016,2.2,11.6,17.2,4.3
