year,annual-frozen-days
1987,130
1988,114
1989,112
1990,85
1991,113
1992,119
1993,95
1994,72
1995,107
1996,133
1997,98
1998,86
1999,94
2000,67
2001,98
2002,66
2003,103
2004,116
2005,107
2006,98
2007,74
2008,93
2009,102
2010,116
2011,88
2012,81
2013,109
2014,53
2015,86
2016,87
