year,annual-hydric-deficit
1987,222
1988,270
1989,7
1990,-98
1991,44
1992,334
1993,409
1994,555
1995,449
1996,299
1997,125
1998,480
1999,628
2000,371
2001,547
2002,771
2003,-115
2004,270
2005,314
2006,218
2007,487
2008,357
2009,283
2010,505
2011,199
2012,298
2013,523
2014,287
2015,33
2016,222
