year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,13,39,-65,2,21,-98,58,33,179
1988,15,38,-123,3,6,-69,54,39,251
1989,7,19,4,3,4,-28,79,36,142
1990,23,39,-57,3,8,-138,43,33,176
1991,22,40,-138,3,12,-186,44,47,177
1992,16,33,-107,3,0,-126,36,55,148
1993,17,38,-90,5,27,-261,55,19,187
1994,1,26,-47,2,1,-26,75,49,284
1995,11,25,39,1,7,-28,61,39,129
1996,24,33,-108,2,5,-174,47,56,158
1997,5,34,-132,3,6,-182,48,41,129
1998,13,39,-78,1,5,-24,67,45,222
1999,7,44,-12,4,9,7,64,23,230
2000,17,24,-59,2,16,-146,67,42,171
2001,12,41,-83,1,8,-93,53,52,180
2002,10,26,16,2,4,-70,46,51,135
2003,14,27,-30,1,1,-35,49,44,174
2004,8,41,12,1,13,15,49,40,215
2005,11,35,-37,0,2,-23,39,46,179
2006,13,36,-5,2,12,-79,68,39,145
2007,25,42,-85,4,24,-208,37,45,148
2008,14,22,-45,2,14,-209,57,33,72
2009,8,38,-62,1,0,-57,63,46,122
2010,3,27,-69,2,5,56,65,56,241
2011,15,41,-97,2,22,-234,64,42,102
2012,11,32,92,2,9,41,48,36,224
2013,14,24,-114,4,9,-149,53,36,248
2014,7,35,58,2,9,6,62,59,86
2015,7,49,-72,1,17,-139,51,34,164
2016,10,39,18,0,1,24,65,30,169
2016
2017,9,36,-39,2,24,-138,45,28,214
2018,20,26,-60,4,11,-143,47,36,167
2019,15,17,-15,4,6,-71,70,10,151
2020,21,34,24,4,12,22,62,32,111
2021,31,35,-28,2,14,-145,36,39,104
2022,26,35,-45,4,18,-127,58,28,175
2023,21,11,25,1,15,-42,47,38,205
2024,26,31,-140,2,16,-209,34,18,206
2025,5,38,-52,1,4,-54,60,18,178
2026,27,22,-93,2,10,-151,41,39,134
2027,12,25,-55,3,18,-148,45,25,106
2028,23,3,51,2,10,-72,60,28,140
2029,13,13,-83,3,18,-175,62,47,196
2030,12,35,21,1,14,-79,71,39,149
2031,28,18,-10,0,6,-62,37,22,144
2032,15,19,24,3,4,-34,59,35,206
2033,23,18,-51,2,18,-135,48,41,123
2034,14,29,58,0,21,-11,65,47,107
2035,24,32,-46,1,17,-149,42,19,99
2036,15,40,9,5,12,-41,50,23,268
2037,33,17,-56,2,14,-172,30,15,113
2038,25,19,24,3,10,3,49,21,174
2039,35,15,17,2,13,-49,48,55,166
2040,27,25,-136,4,26,-299,46,31,106
2041,9,14,-67,6,6,-171,55,18,81
2042,8,34,-67,3,3,-85,58,41,242
2043,8,26,-7,3,4,-33,63,35,196
2044,31,28,1,3,13,-76,47,28,192
2045,23,16,-28,4,21,-106,45,35,200
2046,15,21,51,2,10,-12,68,31,160

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
