year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-1.5,11.8,17.3,5.6
1988,2.9,13.1,16.8,5.4
1989,3.6,12.4,17.0,4.4
1990,2.5,12.0,15.5,3.8
1991,0.7,10.1,17.1,2.8
1992,1.7,13.0,18.0,3.9
1993,1.3,14.5,16.3,4.4
1994,3.8,13.1,18.9,6.1
1995,2.0,12.2,16.7,4.1
1996,-1.6,12.7,14.9,3.1
1997,1.7,11.7,16.3,3.8
1998,3.2,14.0,16.8,3.7
1999,1.9,13.3,18.0,4.4
2000,2.6,15.1,17.0,6.5
2001,3.0,13.0,17.0,4.7
2002,3.7,14.2,17.0,5.6
2003,0.4,15.5,19.2,4.1
2004,0.6,12.0,16.8,4.4
2005,-0.7,13.1,16.5,3.3
2006,-2.3,13.3,17.5,6.0
2007,4.4,14.6,15.9,3.6
2008,3.1,13.6,16.3,4.8
2009,-0.1,14.2,17.4,4.8
2010,0.1,12.4,16.5,2.8
2011,1.6,13.9,17.0,4.8
2012,1.4,13.3,17.1,4.4
2013,0.1,12.4,17.4,4.9
2014,3.5,13.1,16.6,6.6
2015,1.6,13.2,18.3,6.3
2016,2.8,12.9,17.9,4.1
