year,annual-estival-days
1987,28
1988,28
1989,32
1990,35
1991,29
1992,48
1993,39
1994,58
1995,39
1996,34
1997,49
1998,42
1999,36
2000,43
2001,43
2002,43
2003,84
2004,37
2005,44
2006,46
2007,49
2008,51
2009,43
2010,38
2011,50
2012,50
2013,47
2014,35
2015,60
2016,51

min,16
max,130
steps,9
decimal
