year,annual-average-temperature
1987,8.3
1988,9.6
1989,9.4
1990,8.5
1991,7.8
1992,9.2
1993,9.2
1994,10.5
1995,8.8
1996,7.3
1997,8.4
1998,9.5
1999,9.5
2000,10.3
2001,9.5
2002,10.1
2003,9.9
2004,8.5
2005,8.1
2006,8.7
2007,9.6
2008,9.5
2009,9.1
2010,8.0
2011,9.4
2012,9.1
2013,8.8
2014,10.0
2015,9.9
2016,9.4

min,6
max,14
steps,9
decimal
