year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1610,12,-89,3
1988,1314,9,-54,2
1989,809,7,-39,2
1990,1567,10,-141,1
1991,1587,10,-222,3
1992,1431,8,-159,1
1993,1611,8,-305,6
1994,1140,12,-20,11
1995,1306,9,-88,0
1996,1309,9,-237,2
1997,1408,9,-282,1
1998,1247,11,-32,2
1999,1135,7,-5,9
2000,1455,10,-175,0
2001,1378,10,-108,6
2002,1413,10,-91,11
2003,1260,9,-48,9
2004,1469,10,-10,1
2005,1462,9,-86,0
2006,1373,10,-140,0
2007,1709,9,-230,6
2008,1453,8,-235,6
2009,1343,11,-87,2
2010,1107,9,68,16
2011,1568,11,-318,2
2012,1543,9,67,1
2013,1434,9,-146,1
2014,1381,10,-45,2
2015,1634,10,-170,2
2016,1148,8,-17,3
2016
2017,1723,10,-153,3
2018,1649,9,-133,1
2019,1288,10,-109,5
2020,1476,11,-32,6
2021,1731,10,-247,2
2022,1654,12,-206,6
2023,1591,10,-115,3
2024,1925,11,-269,1
2025,1314,10,-72,4
2026,1706,11,-248,4
2027,1580,9,-241,1
2028,1524,11,-81,3
2029,1434,10,-213,7
2030,1241,9,-97,7
2031,1704,10,-107,4
2032,1369,11,-57,5
2033,1585,9,-134,9
2034,1401,7,-70,6
2035,1753,9,-226,6
2036,1574,9,-21,1
2037,1966,11,-269,0
2038,1650,13,-75,13
2039,1739,12,-92,4
2040,1835,11,-359,5
2041,1478,10,-259,0
2042,1465,11,-119,6
2043,1320,11,-14,5
2044,1739,11,-105,2
2045,1694,8,-83,3
2046,1383,11,-8,10

min,,4
max,,17
steps,,8
decimal
