year,annual-precipitations
1987,658
1988,695
1989,523
1990,413
1991,507
1992,643
1993,554
1994,608
1995,607
1996,447
1997,625
1998,584
1999,795
2000,600
2001,895
2002,726
2003,601
2004,623
2005,541
2006,615
2007,655
2008,714
2009,663
2010,673
2011,597
2012,701
2013,798
2014,846
2015,523
2016,705
