year,annual-average-temperature
1987,10.7
1988,11.8
1989,12.3
1990,12.6
1991,11.3
1992,11.9
1993,11.4
1994,12.8
1995,12.3
1996,11.1
1997,12.4
1998,11.9
1999,12.5
2000,12.4
2001,11.7
2002,12.2
2003,12.2
2004,11.5
2005,11.7
2006,12.2
2007,11.8
2008,11.4
2009,11.7
2010,10.7
2011,12.6
2012,11.6
2013,11.2
2014,12.4
2015,12.2
2016,11.6
