year,annual-estival-days
1987,44
1988,36
1989,77
1990,59
1991,61
1992,54
1993,41
1994,53
1995,62
1996,48
1997,68
1998,48
1999,58
2000,49
2001,52
2002,32
2003,78
2004,62
2005,64
2006,70
2007,33
2008,44
2009,63
2010,56
2011,60
2012,49
2013,60
2014,44
2015,57
2016,62
