year,annual-hydric-deficit
1987,-73
1988,-47
1989,-409
1990,-497
1991,-277
1992,-176
1993,-230
1994,-198
1995,-228
1996,-402
1997,-225
1998,-245
1999,-11
2000,-204
2001,119
2002,-64
2003,-281
2004,-192
2005,-273
2006,-217
2007,-95
2008,-50
2009,-151
2010,-126
2011,-241
2012,-84
2013,95
2014,126
2015,-266
2016,-11
