year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,2.3,13.3,18.8,8.3
1988,6.7,14.2,17.6,8.7
1989,6.8,14.2,19.1,8.8
1990,8.2,14.3,19.4,8.6
1991,5.3,12.3,20.0,7.2
1992,5.7,14.5,19.0,8.2
1993,6.0,14.7,17.4,7.2
1994,7.4,13.9,19.2,10.5
1995,7.1,13.7,19.3,9.2
1996,5.4,14.0,17.5,7.4
1997,6.3,14.0,19.9,9.4
1998,6.8,14.5,18.6,7.6
1999,6.8,14.7,19.8,8.4
2000,6.3,14.8,18.5,9.8
2001,7.0,13.9,17.8,8.0
2002,7.6,13.9,17.4,9.7
2003,5.6,15.5,19.9,7.8
2004,5.5,13.8,18.7,7.9
2005,5.3,14.7,18.4,8.3
2006,4.4,14.4,20.0,9.7
2007,7.6,15.5,16.8,7.3
2008,6.8,14.1,17.3,7.4
2009,4.2,14.6,18.7,8.9
2010,4.1,13.8,18.1,6.6
2011,6.5,15.5,18.2,10.2
2012,5.4,13.8,17.9,9.0
2013,4.4,12.7,18.9,8.7
2014,7.6,14.2,17.9,9.7
2015,5.3,14.7,18.5,10.2
2016,6.5,13.4,19.1,7.4
