year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,17,-99,-166,175
1988,153,-108,-140,49
1989,24,-201,-268,36
1990,-44,-189,-332,68
1991,38,-176,-176,38
1992,-29,-198,-172,222
1993,-15,-89,-200,75
1994,55,-155,-148,50
1995,133,-173,-213,24
1996,8,-261,-241,93
1997,19,-92,-271,119
1998,-33,-86,-214,88
1999,30,-82,-80,121
2000,-12,-124,-203,135
2001,140,-144,-32,156
2002,26,-113,-139,162
2003,11,-188,-278,175
2004,84,-196,-143,62
2005,31,-174,-142,12
2006,88,-197,-227,119
2007,89,-135,-99,51
2008,96,-69,-181,103
2009,12,-48,-229,115
2010,5,-171,-126,167
2011,-31,-243,-78,110
2012,-41,-14,-203,174
2013,59,-26,-137,199
2014,74,-25,-45,122
2015,32,-184,-155,40
2016,150,53,-264,51
