year,annual-precipitations
1987,1115
1988,1140
1989,955
1990,1083
1991,856
1992,584
1993,1064
1994,996
1995,1011
1996,791
1997,956
1998,978
1999,1300
2000,914
2001,1266
2002,1157
2003,700
2004,1116
2005,848
2006,1433
2007,1178
2008,1100
2009,946
2010,939
2011,872
2012,873
2013,1090
2014,780
2015,638
2016,943
