year,annual-frozen-days
1987,107
1988,89
1989,103
1990,90
1991,93
1992,68
1993,92
1994,62
1995,95
1996,111
1997,105
1998,80
1999,74
2000,45
2001,78
2002,45
2003,85
2004,83
2005,80
2006,86
2007,55
2008,80
2009,85
2010,91
2011,61
2012,68
2013,108
2014,29
2015,62
2016,70
