year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,5,9,18,4,1,-33,73,25,199
1988,5,8,61,1,0,2,55,49,191
1989,15,1,25,7,2,-105,55,38,150
1990,10,3,-24,4,2,-136,58,44,100
1991,10,2,-39,4,1,-124,66,26,202
1992,15,2,-4,3,7,-30,71,42,149
1993,18,2,-94,3,2,-207,51,17,258
1994,2,7,-156,3,1,-149,66,40,125
1995,4,2,38,5,0,-62,74,23,145
1996,22,0,-12,3,3,-44,46,34,259
1997,4,7,-20,4,3,-197,70,34,120
1998,21,1,-3,5,6,-89,46,17,130
1999,9,3,-32,3,4,21,54,31,424
2000,16,6,-26,4,5,-120,67,35,275
2001,8,1,55,3,8,-78,66,26,183
2002,8,10,20,2,1,38,56,31,182
2003,5,8,-36,4,1,-37,63,31,141
2004,9,2,114,3,1,156,61,33,238
2005,6,3,22,4,0,11,58,31,169
2006,5,1,122,3,1,117,75,32,226
2007,8,2,30,2,3,-41,66,18,210
2008,25,0,-94,3,11,-208,56,37,155
2009,5,12,42,2,4,-1,63,23,101
2010,25,7,79,5,0,-56,42,31,178
2011,15,4,41,1,3,36,45,10,276
2012,12,7,35,2,0,-11,56,29,132
2013,16,12,59,2,1,51,54,36,206
2014,5,2,56,2,0,47,69,24,165
2015,20,4,-9,3,2,1,48,25,245
2016,11,3,-13,5,3,-127,68,41,145
2016
2017,31,4,-69,6,7,-255,45,13,151
2018,38,2,-47,5,2,-234,36,20,67
2019,6,1,55,4,5,-96,66,19,104
2020,21,5,-41,6,1,-174,61,16,177
2021,32,1,-45,3,7,-128,52,8,227
2022,25,4,-88,4,12,-223,59,13,174
2023,14,8,-94,3,6,-296,49,30,128
2024,26,8,-94,3,4,-244,37,17,140
2025,34,9,-65,6,14,-228,48,22,174
2026,33,2,-138,5,8,-366,38,26,86
2027,14,9,22,1,1,-192,60,13,122
2028,21,5,-43,2,2,-190,57,20,201
2029,25,8,-84,6,3,-225,47,19,228
2030,26,4,-195,3,2,-298,45,25,263
2031,29,8,-116,4,19,-217,44,17,229
2032,45,9,-100,4,6,-107,39,15,228
2033,9,5,-58,3,5,-259,62,15,57
2034,16,15,-51,6,2,-219,54,18,136
2035,18,13,-52,6,2,-222,54,12,162
2036,14,5,25,1,1,-68,61,11,126
2037,27,0,-84,4,10,-260,44,22,228
2038,25,1,-42,3,7,-133,53,17,138
2039,25,4,-52,5,9,-155,43,19,153
2040,20,2,-115,6,1,-230,49,24,162
2041,25,9,-19,3,6,-132,40,15,191
2042,27,3,-73,4,1,-183,48,13,135
2043,15,4,-38,5,3,-210,66,20,88
2044,20,4,-41,2,1,-204,58,7,72
2045,18,1,-70,3,1,-213,53,16,80
2046,5,11,-94,4,5,-194,59,17,120

min,,,,0
max,,,,14
steps,,,,8
decimal
