year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-0.5,11.4,17.5,6.0
1988,3.5,13.0,16.3,5.7
1989,3.6,12.1,16.8,5.3
1990,4.8,12.3,16.3,5.3
1991,2.6,10.5,18.5,4.6
1992,2.9,13.2,18.4,5.6
1993,2.8,13.7,15.8,4.6
1994,4.5,12.4,18.0,7.6
1995,3.6,11.8,16.8,6.3
1996,1.9,12.5,15.0,4.9
1997,3.3,12.3,17.3,5.8
1998,4.2,13.2,16.5,4.4
1999,3.3,13.1,18.0,5.1
2000,4.0,14.0,16.8,7.6
2001,4.6,12.4,16.6,5.8
2002,4.5,13.2,16.4,7.3
2003,2.9,14.7,19.3,5.7
2004,3.0,12.5,17.2,5.6
2005,2.6,13.8,17.0,6.0
2006,1.0,13.2,18.7,8.3
2007,5.4,15.1,15.8,5.0
2008,4.4,13.3,16.2,5.5
2009,1.3,13.7,17.5,6.6
2010,1.8,12.8,16.9,4.5
2011,4.0,14.8,17.2,7.2
2012,2.7,13.4,17.4,6.3
2013,1.0,11.7,17.5,6.4
2014,5.8,13.8,17.0,7.9
2015,3.3,13.7,18.6,8.1
2016,4.0,12.7,18.6,5.2
