year,annual-estival-days
1987,36
1988,40
1989,56
1990,47
1991,49
1992,46
1993,40
1994,50
1995,47
1996,38
1997,49
1998,34
1999,40
2000,41
2001,40
2002,28
2003,77
2004,38
2005,44
2006,52
2007,32
2008,25
2009,40
2010,38
2011,33
2012,40
2013,43
2014,26
2015,52
2016,42
