year,F1,F3,M4
,label F1,label F3,label M4
1987,73,150,1
1988,89,132,0
1989,77,136,2
1990,59,132,1
1991,67,141,0
1992,67,138,1
1993,72,132,1
1994,75,148,0
1995,56,135,1
1996,46,131,1
1997,96,144,1
1998,54,119,1
1999,65,132,1
2000,52,139,2
2001,53,126,1
2002,91,141,1
2003,73,143,3
2004,61,139,1
2005,60,139,0
2006,60,132,1
2007,45,128,0
2008,57,125,1
2009,91,144,0
2010,70,137,2
2011,57,139,0
2012,76,135,2
2013,103,154,0
2014,73,136,0
2015,69,121,0
2016,83,140,1
2016
2017,65,138,2
2018,52,122,3
2019,38,116,3
2020,49,131,3
2021,54,136,1
2022,59,151,1
2023,48,127,0
2024,58,131,1
2025,42,134,2
2026,55,131,2
2027,30,127,3
2028,66,132,1
2029,42,128,5
2030,54,133,2
2031,78,139,1
2032,87,142,1
2033,68,138,3
2034,48,138,1
2035,48,144,2
2036,48,130,3
2037,58,123,1
2038,68,136,2
2039,77,137,2
2040,35,129,2
2041,67,139,1
2042,61,132,2
2043,59,144,3
2044,53,124,1
2045,60,131,2
2046,64,140,1

min,,80,0
max,,170,7
steps,,10,8
decimal
