year,annual-precipitations
1987,838
1988,1203
1989,649
1990,958
1991,915
1992,855
1993,882
1994,915
1995,976
1996,1011
1997,721
1998,936
1999,933
2000,959
2001,916
2002,1084
2003,823
2004,996
2005,906
2006,696
2007,788
2008,914
2009,897
2010,1008
2011,874
2012,767
2013,868
2014,735
2015,532
2016,580
