year,annual-estival-days
1987,61
1988,49
1989,85
1990,81
1991,79
1992,59
1993,47
1994,73
1995,68
1996,56
1997,88
1998,61
1999,85
2000,61
2001,64
2002,56
2003,104
2004,83
2005,80
2006,99
2007,74
2008,59
2009,89
2010,71
2011,90
2012,84
2013,66
2014,67
2015,71
2016,72
