year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1705,10,-271,0
1988,1715,12,-335,0
1989,1666,12,-333,4
1990,1743,12,-233,1
1991,1808,13,-399,2
1992,1594,10,-298,0
1993,1700,11,-542,1
1994,1690,12,-372,2
1995,1783,13,-366,0
1996,1418,11,-290,1
1997,1792,13,-393,0
1998,1877,12,-367,1
1999,1536,11,-326,0
2000,1702,12,-392,3
2001,1588,12,-399,0
2002,1606,13,-413,0
2003,1796,13,-418,0
2004,1566,10,-389,2
2005,1815,12,-363,0
2006,1745,11,-264,0
2007,1936,14,-332,0
2008,1656,12,-306,0
2009,1565,11,-224,1
2010,1853,13,-289,0
2011,1350,10,-244,1
2012,2009,13,-457,1
2013,1594,11,-377,0
2014,1654,13,-288,0
2015,1652,12,-309,0
2016,1771,12,-307,0
2016
2017,2009,13,-407,0
2018,1770,13,-211,0
2019,2102,12,-488,0
2020,1983,13,-437,0
2021,2072,14,-492,0
2022,2010,13,-309,0
2023,1857,16,-373,0
2024,1884,14,-418,0
2025,2053,14,-366,1
2026,2010,13,-464,0
2027,2269,14,-531,0
2028,1936,13,-134,0
2029,1819,13,-396,0
2030,1950,15,-516,0
2031,1820,12,-373,0
2032,2046,13,-370,0
2033,1760,13,-267,0
2034,1876,14,-377,0
2035,1842,12,-285,0
2036,1814,13,-290,0
2037,2070,13,-434,0
2038,1923,14,-430,0
2039,1954,13,-348,0
2040,2092,13,-439,0
2041,2080,14,-435,1
2042,1883,13,-357,1
2043,1931,14,-402,0
2044,1908,13,-335,0
2045,2116,14,-398,0
2046,2013,15,-462,0
