year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,782,638,-100,-271,121,11.7,4300,46,19.0,44
1988,819,614,-46,-335,153,12.2,4485,52,19.4,30
1989,790,637,-80,-333,50,11.8,4328,50,18.9,40
1990,799,629,-55,-233,127,12.0,4399,51,19.0,32
1991,771,738,-250,-399,117,12.6,4593,61,19.8,32
1992,770,605,-90,-298,160,12.2,4446,36,18.5,30
1993,687,730,-337,-542,113,12.0,4394,52,18.8,38
1994,877,731,-159,-372,81,11.9,4380,50,19.4,42
1995,709,633,-156,-366,56,11.9,4365,62,19.9,46
1996,760,653,-179,-290,77,11.5,4200,45,18.6,37
1997,641,714,-364,-393,3,12.6,4619,46,18.9,38
1998,612,655,-282,-367,23,12.5,4620,69,20.1,31
1999,777,687,-227,-326,100,11.9,4362,39,18.4,26
2000,845,728,-173,-392,131,11.9,4367,60,19.7,39
2001,742,595,-85,-399,180,11.6,4254,49,18.8,41
2002,728,606,-98,-413,208,11.1,4093,33,18.4,54
2003,540,654,-365,-418,29,12.7,4641,68,19.7,26
2004,736,614,-111,-389,67,11.5,4213,33,18.2,44
2005,653,641,-228,-363,125,12.2,4457,56,19.6,44
2006,689,636,-195,-264,53,12.3,4514,63,19.5,32
2007,852,672,-82,-332,189,13.1,4788,62,20.1,30
2008,806,627,-74,-306,171,12.3,4495,46,18.9,31
2009,760,612,-95,-224,65,11.7,4289,33,17.8,41
2010,918,646,27,-289,184,12.8,4706,70,20.4,19
2011,708,559,-101,-244,132,11.5,4248,34,17.9,35
2012,565,700,-377,-457,23,12.5,4610,66,20.8,42
2013,623,635,-250,-377,69,11.4,4171,38,18.6,38
2014,679,633,-216,-288,-2,12.4,4539,49,18.6,19
2015,798,634,-77,-309,49,12.3,4500,45,18.9,16
2016,768,653,-132,-307,141,12.1,4449,54,19.1,40
2016
2017,620,710,-343,-407,61,13.5,4941,75,20.4,23
2018,794,621,-76,-211,157,13.0,4750,54,19.9,14
2019,685,708,-269,-488,146,13.3,4861,91,21.5,22
2020,641,700,-302,-437,66,12.9,4730,88,21.2,18
2021,638,779,-450,-492,57,13.6,4965,89,21.8,32
2022,745,670,-177,-309,125,13.2,4825,77,19.9,16
2023,746,747,-316,-373,3,13.1,4799,66,20.9,23
2024,763,740,-276,-418,129,13.1,4792,77,20.9,18
2025,826,696,-118,-366,188,14.0,5096,87,21.6,19
2026,763,761,-311,-464,152,13.3,4861,84,20.5,27
2027,618,775,-441,-531,51,13.9,5082,109,22.2,26
2028,885,656,-24,-134,125,13.5,4963,70,20.0,9
2029,770,742,-291,-396,109,13.1,4786,63,20.4,8
2030,719,756,-355,-516,90,13.9,5083,81,21.2,6
2031,630,650,-266,-373,80,12.8,4670,70,20.1,24
2032,807,690,-118,-370,245,13.5,4955,78,20.7,15
2033,693,625,-176,-267,147,12.7,4629,51,19.4,26
2034,796,660,-113,-377,203,13.2,4831,76,20.4,14
2035,668,660,-248,-285,79,13.2,4802,74,20.2,19
2036,701,641,-195,-290,22,13.0,4792,68,20.1,33
2037,654,696,-286,-434,108,13.0,4753,90,21.5,23
2038,744,678,-183,-430,196,13.3,4852,75,20.5,17
2039,777,681,-159,-348,172,13.4,4890,86,21.0,19
2040,659,687,-294,-439,68,14.4,5274,89,20.9,13
2041,699,713,-273,-435,53,14.0,5111,91,21.1,9
2042,749,663,-170,-357,146,13.8,5034,73,20.4,7
2043,682,666,-228,-402,138,13.0,4736,67,20.0,23
2044,681,673,-229,-335,102,12.7,4671,60,19.0,32
2045,665,711,-293,-398,88,13.6,4953,88,21.0,21
2046,684,683,-248,-462,177,13.9,5061,85,20.9,9

min,400,500,,,,10,3500,30,17
max,1000,1000,,,,16,5500,120,23
steps,11,11,,,,7,11,10,7
decimal



