year,F1,F3,M4
,label F1,label F3,label M4
1987,40,120,3
1988,52,114,4
1989,34,131,2
1990,33,123,1
1991,28,125,3
1992,45,110,5
1993,38,114,4
1994,45,121,2
1995,56,127,3
1996,36,128,4
1997,31,120,5
1998,43,124,3
1999,27,118,3
2000,48,123,3
2001,48,133,4
2002,56,125,4
2003,37,119,5
2004,51,129,4
2005,51,117,4
2006,46,111,4
2007,28,111,4
2008,40,107,3
2009,23,128,0
2010,41,108,2
2011,51,116,3
2012,53,113,6
2013,37,122,4
2014,30,113,2
2015,28,124,2
2016,31,115,4
2016
2017,34,113,4
2018,30,109,3
2019,38,106,6
2020,32,112,6
2021,21,116,5
2022,24,110,5
2023,34,97,6
2024,33,113,5
2025,19,113,5
2026,45,118,6
2027,31,121,5
2028,34,105,2
2029,24,105,2
2030,27,112,7
2031,28,116,3
2032,28,109,3
2033,31,112,4
2034,35,123,5
2035,30,110,2
2036,36,113,3
2037,38,118,5
2038,25,108,6
2039,41,120,4
2040,33,104,6
2041,24,113,5
2042,28,109,7
2043,35,115,6
2044,38,123,5
2045,32,115,6
2046,32,110,5
