year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,282,232,148,176
1988,367,523,217,96
1989,179,226,149,95
1990,153,413,162,229
1991,181,333,194,207
1992,85,364,135,270
1993,30,350,287,216
1994,225,332,154,204
1995,302,218,210,246
1996,216,285,193,317
1997,96,187,201,238
1998,193,227,229,287
1999,209,272,200,252
2000,175,355,188,240
2001,322,254,203,137
2002,159,374,237,315
2003,223,183,127,290
2004,276,259,152,309
2005,175,284,247,200
2006,182,155,199,159
2007,201,265,171,151
2008,198,271,144,301
2009,226,315,119,238
2010,218,362,177,251
2011,217,231,197,228
2012,109,230,158,269
2013,206,259,169,234
2014,228,188,192,127
2015,166,154,126,85
2016,222,206,44,107
